,Song Name,Album Name,Group Name,Lyrics
214,Beat on the Brat,Ramones,Ramones,"Beat on the brat Beat on the brat Beat on the brat with a baseball bat Oh yeah, oh yeah, uh-oh  Beat on the brat Beat on the brat Beat on the brat with a baseball bat Oh yeah, oh yeah, uh-oh Oh yeah, oh yeah, uh-oh  What can you do? What can you do? With a brat like that always on your back What can you lose?  What can you do? What can you do? With a brat like that always on your back What can you lose, lose?  Beat on the brat Beat on the brat Beat on the brat with a baseball bat Oh yeah, oh yeah, uh-oh  Beat on the brat Beat on the brat Beat on the brat with a baseball bat Oh yeah, oh yeah, uh-oh Oh yeah, oh yeah, uh-oh  What can you do? What can you do? With a brat like that always on your back What can you lose?  What can you do? What can you do? With a brat like that always on your back What can you lose, lose?"
215,Beat on the Brat,Beat Is on the Brat,Screeching Weasel,"Beat on the brat  Beat on the brat with a baseball bat  Beat on the brat  Oh yeah, oh yeah, uh-oh What can you do  With a brat like that always on your back What can you do  What can you do (lose)"
216,Beat Your Heart Out,Coral Fang,The Distillers,"Baby you make my heart beat faster Baby you make my heart beat faster I know let alone to rust alone You're making me I had to run the damage is done I give it up Thee nothing left take the rest You're draining me  Me I set it light it burns so bright Stab it out Stab it out  Baby you make my heart beat faster Baby you make my heart beat faster  I know, I know, I know I had to run the damage is done I give it up I had to go It got control You're breaking me There's nothing left so take the rest Stab it out Stab it out I set it light It burns so bright You're draining me  You make my heart beat faster Baby you make my heart beat faster  I know, I know, that it's true Let alone rust alone Let alone rust alone Let alone rust alone  Baby you make my heart beat faster Baby you make my heart beat fast Baby you make my heart beat faster  There's nothing so take the rest There's nothing so take the rest There's nothing so take the rest There's nothing so take the rest There's nothing so take the rest  Baby you make my heart beat faster Baby you make my heart beat faster  Baby you make my heart beat faster Baby you make my heart beat faster"
217,Beautiful Feeling,The Best of RKL,RKL,"Can you see, can you see? The colors on your wall, Reality's much different now, The answers at your call. Like a tiny infant, Care with every step.  Moving through this fantasy, Now gamble, place your bets. Don't stop this trip, 'Cause I don't wanna grip. Don't stop this trip, 'Cause I don't wanna grip.  Brain is frying hard now, Hallucinations wild. Curiosity's growing, Like a feeble child.  You think you know about what I am, You can say I'm just like them My brain is burning, can't you see? We're all Rich Kids On L-S-D Don't stop this trip.  'Cause I don't wanna grip. Don't stop this trip. 'Cause I don't wanna grip. Don't stop this trip. 'Cause I don't wanna grip. Don't stop this trip. 'Cause I don't wanna grip. Rich Kids On L-S-D!"
218,Beautiful Noise,What a Beautiful Noise,The Bates,"I've seen the world, been to many places Made lots of friends, many different races I've had such fun around the world it's true African skies with a Nairobi mood I fell asleep in Tuscany and dreamed The one thing missing was you  Runaway with me my love, Yeah, yeah, yeah, yeah Runaway with me my love, Yeah, yeah, yeah, yeah  I woke up with an Australian breeze And danced the dance with Aborigines Oh under the moon glow down in Mexico I dreamed One thing was missing that's you  Runaway with me my love, Yeah, yeah, yeah, yeah Runaway with me my love, Yeah, yeah, yeah, yeah  We'll sail the waters of many colors We won't need a compass, love will guide our way Don't need nobody, as long as we got each other No need to hurry, we've got everyday I wanna share the world with you, you see Spring time in Paris feels so good to me Oh this is for me reality So please make all my wishes come true  Runaway with me my love, Yeah, yeah, yeah, yeah  And I just know we'll have a good time And I just know we'll have a good time"
219,Become What You Believe,Become What You Believe,Last Tuesday,"This van, our van is getting way too small I can't find a good place in here to fall Help me, help you, answer the call Stay true to why we started it all  This is the part of me I wish you could not see This is the hardest part of life on the big screen I'm not, we're not who you want us to be Stop, stop, stop, stop, stop looking at me  Tonight I wish I was alone, highway 76 I'd feel better about myself not watching over you This is the life I choose, don't let me off on an excuse You follow me, I'll follow you  I can't believe, can't believe how long it?s been Since we sold everything and left our friends Do you know, do you know I would never change anything?  For all the promises we didn't keep For all the finish lines we didn't reach Somehow, someway I know we'll make it Become what we believe  Tonight I wish I was alone, highway 76 I'd feel better about myself not watching over you This is the life I choose  Who's to say it's not the end Our final record, final breath With one last day is that all you would say?  I'm so afraid of living When I'm unaware and unprepared There's so much left to say  But when we stand before the Son of Man Will we hang our heads, will He understand? When it's all been said and done, was our race well run?  Tonight I wish I was with you Tonight I'm headed home Ready for another day, to become what I believe This is the life I choose"
220,"Been Caught Stealing [12"" Remix Version]",A Cabinet of Curiosities,Jane's Addiction,"I've been caught stealing Once when I was 5 I enjoy stealing It's just as simple as that Well, it's just a simple fact When I want something, I don't want to pay for it I walk right through the door Walk right through the door Hey all right! If I get by, it's mine Mine all mine! My girl, she's one too She'll go and get her a shirt Stick it under her skirt She grabbed a razor for me And she did it just like that When she wants something, she don't want to pay for it She walk right through the door Walk right through the door Hey all right! If I get by, it's mine Mine all mine! We sat around the pile We sat and laughed We sat and laughed and waved it into the air! And we did it just like that When we want something, we don't want to pay for it We walk right through the door Walk right through the door Hey, all right! If I get by, it's mine, mine, mine, mine, mine, mine, mine. . ."
221,Been Caught Stealing [Remix],Live and Rare,Jane's Addiction,"I've been caught stealing Once when I was 5 I enjoy stealing It's just as simple as that Well, it's just a simple fact When I want something, I don't want to pay for it I walk right through the door Walk right through the door Hey all right! If I get by, it's mine Mine all mine! My girl, she's one too She'll go and get her a shirt Stick it under her skirt She grabbed a razor for me And she did it just like that When she wants something, she don't want to pay for it She walk right through the door Walk right through the door Hey all right! If I get by, it's mine Mine all mine! We sat around the pile We sat and laughed We sat and laughed and waved it into the air! And we did it just like that When we want something, we don't want to pay for it We walk right through the door Walk right through the door Hey, all right! If I get by, it's mine, mine, mine, mine, mine, mine, mine. . ."
222,Before,Before Everything & After,MxPx,"It's all wanted to do tonight it's been your man It's alright It's alright, alright It's alright we can travel through the twilight Everywhere, it's us everywhere"
223,Before I'm Gone,Destination Failure,Smoking Popes,Butter on a summer day When she's around I was on the tracks When the gate came down Suddenly I recognized Those bloodshot rear view mirror eyes as mine  I heard that whistle call my name I almost drove away But Megan I had a feeling that you would be on that train So I just waited there for you  Caught a ride to another town Where the air was clean And the sun never goes down Everyone was standing in a line Between the landing and the stairs  I heard somebody call my name I almost climbed the stairs But Megan I had a feeling that someday you'd meet me there So I just waited there for you  Butter on a summer day When I hear that name It's a dream that never came true Sat down on the tracks And waited for a train to take me back to you  Somebody came and took my hand I finally had to go But Megan I just want you to know That I waited as long as I could  Butter on a summer day when she's around
